Kennzeichen;Identnummer;Bankleitzahl;Institutsart;Sektor;Firmenbuchnummer;Bankenname;Stra�e;PLZ;Ort;Postadresse / Stra�e;Postadresse / PLZ;Postadresse / Ort;Postfach;Bundesland;Telefon;Fax;E-Mail;SWIFT-Code;Homepage;Gr�ndungsdatum;LEI
Hauptanstalt;269387;39501;KI;Raiffeisen;119487t;Raiffeisenbank Friesach-Metnitztal, registrierte Genossenschaft mit beschr�nkter Haftung;Hauptplatz 13;9360;Friesach (Ktn.);Hauptplatz 13;9360;Friesach;;K�rnten;04268/2473;04268/247336;rb.friesach@rbgk.raiffeisen.at;RZKTAT2K501;www.raiffeisen.at/ktn/friesach;22.02.1904;52990001X55ZFHKXU724
Hauptanstalt;269417;39510;KI;Raiffeisen;119482i;Raiffeisenbank Ossiacher See eG;10.-Oktober-Stra�e 2;9551;Bodensdorf am Ossiacher See;;;;;K�rnten;04243/2007;04243/2007951018;info@rboss.at;RZKTAT2K510;www.raiffeisen.at/ktn/ossiachersee;01.01.1897;5299006LX0E5G7H3GA67
Hauptanstalt;269425;39511;KI;Raiffeisen;113111s;Raiffeisenbank Mittelk�rnten eG;Kreuzstrasse 15;9330;Althofen;Kreuzstra�e 15;9330;Althofen;;K�rnten;+43 (0) 4262 2290;+43 (0) 4262 2290 951195;rb.mittelkaernten@rbmk.at;RZKTAT2K511;www.rbmk.at;08.07.1900;529900DHBKCH9KRWW869
Hauptanstalt;269433;39543;KI;Raiffeisen;112962x;Raiffeisenbank Hermagor eG;Gasserplatz 4;9620;Hermagor;Gasserplatz 4;9620;Hermagor;;K�rnten;004342822180;004342822180954326;rb.hermagor@rbgk.raiffeisen.at;RZKTAT2K543;http://www.raiffeisen.at/hermagor;01.01.1897;5299004NZNUWZY25O632
Hauptanstalt;269441;39546;KI;Raiffeisen;116028f;Raiffeisenbank V�lkermarkt, registrierte Genossenschaft mit beschr�nkter Haftung;Hauptplatz 12;9100;V�lkermarkt;;;;;K�rnten;04232/2215;04232/2215-954660;rb.voelkermarkt@rbgk.raiffeisen.at;RZKTAT2K546;www.rbvoelkermarkt.at;26.04.1922;5299000LO77G7PYWD232
Hauptanstalt;269450;39559;KI;Raiffeisen;112912y;Raiffeisenbank Wernberg, registrierte Genossenschaft mit beschr�nkter Haftung;Wernberger Stra�e 1;9241;Wernberg;Wernberger Stra�e 1;9241;Wernberg;;K�rnten;04252/2223;04252/2223955999;rb.wernberg@rbgk.raiffeisen.at;RZKTAT2K559;www.raiffeisen.at/ktn/wernberg;01.01.1895;52990010KATB4A736397
Hauptanstalt;1683934;24012;KI;Bausparkassen;38732i;Bausparkasse der �sterreichischen Sparkassen Aktiengesellschaft;Am Belvedere 1;1100;Wien;;1031;Wien;169;Wien;050100/29900;050100/29500;gabriele.backnecht@sbausparkasse.at;BAOSATWWXXX;www.sbausparkasse.co.at;05.12.1991;529900GZ42KYYPY7HZ06
Hauptanstalt;5260710;20828;KI;Sparkassen;212859d;Sparkasse M�rzzuschlag Aktiengesellschaft;Mariazeller Stra�e 4a;8680;M�rzzuschlag;Mariazeller Stra�e 4a;8680;M�rzzuschlag;;Steiermark;050100/37300;050100/937300;info@muerzzuschlag.sparkasse.at;SPMZAT21XXX;http://www.sparkasse.at/muerzzuschlag;02.07.2001;529900T3GEQTBTM4VF20
Hauptanstalt;5417775;18120;KI;Sonderbanken;218809d;paybox Bank AG;Lassallestra�e 9;1020;Wien;Lassallestra�e 9;1020;Wien;;Wien;+4314272722704;+4350664922704;finance@payboxbank.at;PABXATW1XXX;www.payboxbank.at;16.01.2002;529900C567TZ45W7GV69
Hauptanstalt;242055;20509;KI;Sparkassen;296986w;Sparkasse Reutte AG;Obermarkt 51;6600;Reutte;;;;;Tirol;050100/76800;050100/976800;office@sparkasse-reutte.at;SPREAT21XXX;www.sparkasse.at/reutte;21.06.1979;5299002Q3XW9T7PSYJ07
Hauptanstalt;262803;32477;KI;Raiffeisen;77781i;Raiffeisenbank Region Schallaburg eGen;Linzer Stra�e 6;3382;Loosdorf/ Bez. Melk;Linzer Stra�e 6;3382;Loosdorf;;Nieder�sterreich;0502477;0502477/9910;info.32477@rbrs.at;RLNWATW1477;www.rbrs.at;02.11.1892;5299000DNBTCYOMV1W76
Hauptanstalt;265314;34750;KI;Raiffeisen;94065g;Raiffeisenbank Bad Wimsbach-Neydharting eGen;Markt 23;4654;Bad Wimsbach-Neydharting;;;;;Ober�sterreich;07245/25511;07245/2551122;rb-badwimsbach-neydharting@raiffeisen-ooe.at;RZOOAT2L750;www.raiffeisen-ooe.at/bad-wimsbach;28.04.1901;5299002REF04CRKTKV48
Hauptanstalt;265322;32842;KI;Raiffeisen;51847x;Raiffeisenbank Stockerau eGen;Rathausplatz 2;2000;Stockerau;;2000;Stockerau;2;Nieder�sterreich;02266/62501;02266/62501235;info.32842@rbst.at;RLNWATWWSTO;www.Stockerau.MeineRaika.at;29.03.1958;52990025Y7T5V0W00H04
Hauptanstalt;269468;39561;KI;Raiffeisen;113124i;Raiffeisenbank Oberes M�lltal-Oberdrauburg eGen;Winklern 37;9841;Winklern im M�lltal;Winklern 37;9841;Winklern;;K�rnten;04822/722156190;04822/7221956109;rbomo@rbgk.raiffeisen.at;RZKTAT2K561;www.raiffeisen.at/ktn/oberes-moelltal-oberdrauburg;08.04.1901;529900S9TROSI3DQS421
Hauptanstalt;269492;39320;KI;Raiffeisen;111194x;Raiffeisenbank Grafenstein-Magdalensberg und Umgebung, registrierte Genossenschaft mit beschr�nkter Haftung;Klopeiner Stra�e 3;9131;Grafenstein;;;;;K�rnten;04225/2203;04225/220381;rb.grafenstein@rbgk.raiffeisen.at;RZKTAT2K320;www.raiffeisen.at/ktn/grafenstein;13.07.1890;529900LYICCHVV23LU18
Hauptanstalt;269514;39322;KI;Raiffeisen;111198b;Raiffeisenbank Oberdrautal-Weissensee, registrierte Genossenschaft mit beschr�nkter Haftung;Greifenburg 120;9761;Greifenburg;;;;;K�rnten;04712/8131;04712/8131-932220;raiffeisenbank@oberdrautal-weissensee.at;RZKTAT2K322;www.oberdrautal-weissensee.at;01.01.1891;529900PFBOQR9CY1QE77
Hauptanstalt;269590;39364;KI;Raiffeisen;114659t;Raiffeisenbank K�tschach - Mauthen, registrierte Genossenschaft mit beschr�nkter Haftung;K�tschach Nr. 7;9640;K�tschach-Mauthen;K�tschach 7;9640;K�tschach-Mauthen;;K�rnten;04715/8183;04715/818324;rbkm@rbkm.at;RZKTAT2K364;www.rbkm.at;11.02.1907;529900BHW28OSHOYIN59
Hauptanstalt;269603;39381;KI;Raiffeisen;113036f;Raiffeisenbank Landskron - Gegendtal, registrierte Genossenschaft mit beschr�nkter Haftung;Ossiacher Str. 26;9523;Villach-Landskron;;9523;Landskron;11;K�rnten;04242/41700;04242 41700 938199;rb.landskron-gegendtal@rbgk.raiffeisen.at;RZKTAT2K381;www.rblandskron.at;26.12.1897;529900QF53IFFF4L0I77
Hauptanstalt;5104505;18400;KI;Aktienbanken;209697d;Generali Bank AG;Landskrongasse 1-3;1010;Wien;;1011;Wien;320;Wien;01/26067;01/26067209;meldewesen@generalibank.at;BGENATWWXXX;www.generalibank.at;16.05.2001;529900MTQXTM5IIGOI81
Filiale;8440417;76032;ZW;� 9 Institute;305043v;TeamBank �sterreich - Niederlassung der TeamBank AG N�rnberg;Fleischmarkt 1/6/12;1010;Wien;;;;;Wien;01/740406170;;oenb.meldewesen@teambank.de;TEAMDE71TAT;https://www.teambank.de/;;
Hauptanstalt;241911;20227;KI;Sparkassen;315215b;Sparkasse Korneuburg AG;Sparkassenplatz 1;2100;Korneuburg;;2100;Korneuburg;100;Nieder�sterreich;050100/43200;050100/943200;information@korneuburg.sparkasse.at;SSKOAT21XXX;www.sparkasse.at/korneuburg;01.01.1869;529900L5GWPLRF3T6825
Hauptanstalt;262943;34510;KI;Raiffeisen;93890z;Raiffeisenbank Salzkammergut eGen;Klosterplatz 1;4810;Gmunden;;;;;Ober�sterreich;07612/62050;05999/34909/42000;rb-salzkammergut@raiffeisen-ooe.at;RZOOAT2L510;www.raiffeisen-ooe.at/salzkammergut;05.06.1910;529900MOXX01XJZWOQ09
Hauptanstalt;262951;36262;KI;Raiffeisen;42586b;Raiffeisenbank Kirchdorf Tirol registrierte Genossenschaft mit beschr�nkter Haftung;Dorfplatz 15;6382;Kirchdorf;;;;;Tirol;05352/63118;05352/63193;raiba.kirchdorf@rbgt.raiffeisen.at;RZTIAT22262;www.rbkt.at;16.08.1903;5299003ML1CHOXS1IT57
Hauptanstalt;262978;34110;KI;Raiffeisen;77599t;Raiffeisenbank Region Freistadt eGen;Linzer Stra�e 15;4240;Freistadt (O�);;;;;Ober�sterreich;07942/72747;07942/7274727;rb-freistadt@raiffeisen-ooe.at;RZOOAT2L110;www.raiffeisen-ooe.at/freistadt;02.03.1899;529900EBSULTTNS1NE94
Hauptanstalt;263010;34276;KI;Raiffeisen;77867k;Raiffeisenbank Linz-Land West eGen;Stadtpl. 4;4060;Leonding;;;;;Ober�sterreich;0732/6860;;office@rb-llw.at;RZOOAT2L276;www.rb-llw.at;27.06.1909;529900A455AYF41M8I62
Hauptanstalt;265519;32880;KI;Raiffeisen;75182m;Raiffeisenbank Tulln eGen;Bahnhofstra�e 9;3430;Tulln;;;;;Nieder�sterreich;02272/62528;02272/62528175;info.32880@rbtulln.at;RLNWATW1880;www.rbtulln.at;01.01.1967;52990017AXISC0US4773
Hauptanstalt;265527;32901;KI;Raiffeisen;35645w;Raiffeisenbank Vitis eGen;Hauptplatz 30;3902;Vitis;;;;;Nieder�sterreich;02841/8203;02841/820314;info.32901@rb-32901.raiffeisen.at;RLNWATW1901;www.noe.raiffeisen.at/32901;23.07.1893;529900ZIRPCT06LI2591
Hauptanstalt;265535;32904;KI;Raiffeisen;35619g;Raiffeisenbank Waidhofen a. d. Thaya eGen;Raiffeisenpromenade 1;3830;Waidhofen an der Thaya;;;;;Nieder�sterreich;02842/506;02842/5061015;info.32904@rbwt.at;RLNWATWWWTH;www.rbwt.at;06.06.1893;529900Q2R5PBFJM74T48
Hauptanstalt;265543;32906;KI;Raiffeisen;78842w;Raiffeisenbank Ybbstal eGen;Oberer Stadtplatz 22;3340;Waidhofen an der Ybbs;;;;;Nieder�sterreich;05/1772;05/1772-4900;office@rby.at;RLNWATWWWHY;www.rby.at;08.01.1898;529900BW63FASOB0IV66
Hauptanstalt;265586;34442;KI;Raiffeisen;95178v;Raiffeisenbank Peuerbach eGen;Hauptstra�e 14/1;4722;Peuerbach;Hauptstra�e 14/1;4722;Peuerbach;;Ober�sterreich;07276/2501;07276/250140429;rb-peuerbach@raiffeisen-ooe.at;RZOOAT2L442;www.raiffeisen-ooe.at/peuerbach;25.03.1923;529900WF4Z4DH3I27N63
Hauptanstalt;269638;39390;KI;Raiffeisen;118767h;Raiffeisenbank Region W�rthersee eG;Karawankenplatz 2;9220;Velden am W�rther See;Karawankenplatz 2;9220;Velden;;K�rnten;0599939390;0434274252339030;rb.woerthersee@rbgk.raiffeisen.at;RZKTAT2K390;www.raiffeisen.at/ktn/region-woerthersee/de/meine-bank.html;03.03.1912;52990082FUIF8HZHY732
Hauptanstalt;279021;19140;KI;Aktienbanken;78445k;Bank Gutmann Aktiengesellschaft;Schwarzenbergpl. 16;1010;Wien;;1011;Wien;546;Wien;01/50220;01/50220249;;GUTBATWWXXX;;18.06.1979;549300KFLI6V2PUY8522
Hauptanstalt;279986;35012;KI;Raiffeisen;71071t;Raiffeisenbank Hohe Tauern eGen;Wilhelm-Fazokas-Stra�e 2c;5710;Kaprun;;;;;Salzburg;06547/8245-0;06547/8245-33;info@hohetauern.raiffeisen.at;RVSAAT2S012;www.hohetauern.raiffeisen.at;26.06.1893;529900LKC78RCPF4OP49
Hauptanstalt;280143;35015;KI;Raiffeisen;70072y;Raiffeisenbank Flachgau Mitte eGen;Dorf 1;5301;Eugendorf;;;;;Salzburg;06225/8236;06225/823635;info@rbflachgaumitte.at;RVSAAT2S015;www.flachgaumitte.raiffeisen.at;17.05.1924;529900N9C4Q1U8GYMT96
Hauptanstalt;280160;35019;KI;Raiffeisen;70102t;Raiffeisenbank Gro�arl-H�ttschlag eGen;Marktstra�e 8;5611;Gro�arl;;;;;Salzburg;06414/239;06414/23923;info@grossarl.raiffeisen.at;RVSAAT2S019;www.grossarl.raiffeisen.at;06.01.1895;5299000DS6PEAJA28H06
Hauptanstalt;1787578;42390;KI;Volksbanken;42236m;Volksbank Tirol AG;Meinhardstra�e 1;6020;Innsbruck;;6021;Innsbruck;522;Tirol;050566-3000;050566-4000;office@volksbank.tirol;VBOEATWWINN;www.volksbank.tirol;25.05.1992;529900CYHTDIZTXAFW51
Hauptanstalt;106070;20202;KI;Sparkassen;317211m;Sparkasse der Stadt Amstetten AG;Hauptplatz 31;3300;Amstetten (N�);;;;;Nieder�sterreich;050100/25400;050100/925400;info@amstetten.sparkasse.at;SPAMAT21XXX;www.sparkasse.at/amstetten;03.07.1874;529900XA7RHLU8ECBK28
Hauptanstalt;3616975;19950;KI;Bausparkassen;319422p;Bausparkasse W�stenrot Aktiengesellschaft;Alpenstra�e 70;5020;Salzburg;;5033;Salzburg;155;Salzburg;057070/100-0;057070/1010579;presse@wuestenrot.at;WUBUAT2SXXX;https://wuestenrot.at;09.05.1997;529900V2939FDC9YKQ07
Hauptanstalt;263036;36264;KI;Raiffeisen;39849b;Raiffeisenbank K�ssen-Schwendt eGen;Dorf 4;6345;K�ssen;;6345;K�ssen;124;Tirol;05375/6232;05375/623213;raiba.koessen@raiba-koessen.at;RZTIAT22264;www.raiba-koessen.at;10.05.1891;5299007DOUWDSEQN8L36
Hauptanstalt;263125;32551;KI;Raiffeisen;54101k;Raiffeisenkasse Neusiedl a.d.Zaya eGen;Hauptpl. 3;2183;Neusiedl an der Zaya;;;;;Nieder�sterreich;02533/894200;02533/89420998;info.32551@raika-neusiedl.at;RLNWATWWNSD;www.raika-neusiedl.at;13.07.1888;529900EWO973VIBUH148
Hauptanstalt;263141;34290;KI;Raiffeisen;111129a;Raiffeisenbank Lochen am See eGen;Ringstra�e 5;5221;Lochen am See;Ringstra�e 5;5221;Lochen am See;;Ober�sterreich;07745/8488;07745/848836729;rb-lochen@raiffeisen-ooe.at;RZOOAT2L290;www.raiffeisen-ooe.at/lochen;09.12.1894;5299008SBQ9VIEKB8J49
Hauptanstalt;265705;32937;KI;Raiffeisen;107016b;Raiffeisenbank Wr. Neustadt-Schneebergland eGen;Luchspergergasse 2 - 4;2700;Wiener Neustadt;;;;;Nieder�sterreich;+43 5 70170;;info.32937@rbwnsbl.at;RLNWATWWWRN;www.rbwnsbl.at;31.05.1906;529900PYOALDPA9SZA21
Hauptanstalt;265713;32939;KI;Raiffeisen;79054g;Raiffeisenbank Mittleres Mostviertel eGen;Scheibbser Stra�e 4;3250;Wieselburg;;;;;Nieder�sterreich;07416/52470;07416/524706100;office@rbmm.at;RLNWATWW939;www.rbmm.at;14.02.1892;529900Y3Z5A9HLAUEP44
Hauptanstalt;280194;35021;KI;Raiffeisen;70791f;Raiffeisenbank Wallersee eGen;Hauptstra�e 39;5202;Neumarkt am Wallersee;;;;;Salzburg;06216/5312;06216/531216;info@wallersee.raiffeisen.at;RVSAAT2S021;www.wallersee.raiffeisen.at;01.01.1903;529900WAA7HEARUX0S78
Hauptanstalt;280216;35022;KI;Raiffeisen;69205y;Raiffeisenbank Hallein-Oberalm eGen;Justin-Robert-Platz 1;5400;Hallein;;;;;Salzburg;06245/80465;06245/86760;info@hallein.raiffeisen.at;RVSAAT2S022;www.hallein.raiffeisen.at;07.11.1907;529900EO4WC4F1KM1F38
Hauptanstalt;280330;35052;KI;Raiffeisen;68022h;Raiffeisenbank Saalbach-Hinterglemm-Viehhofen eGen;Dorfplatz 311;5753;Saalbach-Hinterglemm;;5754;Hinterglemm;;Salzburg;06541/7166;06541/7894;info@saalbach.raiffeisen.at;RVSAAT2S052;www.saalbach.raiffeisen.at;01.01.1892;529900RZCTL7FS07IX41
Hauptanstalt;280348;35056;KI;Raiffeisen;70850t;Raiffeisenbank St.Gilgen-Fuschl-Strobl eGen;Mozartplatz 4;5340;St. Gilgen;;;;;Salzburg;06227/2269;06227/226911;info@raiffeisenbank-sanktgilgen.at;RVSAAT2S056;www.stgilgen.at;03.02.1902;529900P6ELWHYX9UA822
Hauptanstalt;280372;35062;KI;Raiffeisen;67421z;Raiffeisenbank Stra�walchen eGen;Salzburger Str. 3;5204;Stra�walchen;;;;;Salzburg;06215/8282;06215/8286;info@strasswalchen.raiffeisen.at;RVSAAT2S062;www.strasswalchen.raiffeisen.at;03.11.1895;529900KELJW0X5IGKS48
Hauptanstalt;280437;35069;KI;Raiffeisen;71082h;Raiffeisenbank St. Johann-Wagrain-Kleinarl eGen;Ing. Ludwig Pech-Stra�e 1;5600;St. Johann im Pongau;;;;;Salzburg;06412/6161;06412/6161-19;info@sanktjohann.raiffeisen.at;RVSAAT2S069;www.sanktjohann.raiffeisen.at;01.01.1899;529900TM5Z07RGPDPP86
Hauptanstalt;1801139;19170;KI;Sonderbanken;90966z;PARTNER BANK AKTIENGESELLSCHAFT;Goethestr. 1a;4020;Linz;;;;;Ober�sterreich;0732/6965;0732/666767;info@partnerbank.at;PABAAT2LXXX;www.partnerbank.at;26.05.1992;529900GIW7IGDLAYP075
Hauptanstalt;1811711;20601;KI;Sparkassen;70339s;Sparkasse Bregenz Bank Aktiengesellschaft;Sparkassenplatz 1;6900;Bregenz;;;;;Vorarlberg;050100/75000;050100/975000;mail@bregenz.sparkasse.at;SPBRAT2BXXX;www.sparkasse.at/bregenz;16.07.1992;529900IZ69LR7SRU9V71
Hauptanstalt;1816306;19410;KI;Sonderbanken;116164f;Mercedes-Benz Bank GmbH;Mercedes-Benz Platz 1;5301;Eugendorf;;;;;Salzburg;0662/8516160;0662/851616190;office@mercedes-benz-bank.at;WELCATW1XXX;www.mercedes-benz-bank.at;25.08.1992;529900M7J7I20TXW8M17
Hauptanstalt;1818627;20317;KI;Sparkassen;98219s;Sparkasse Lambach Bank Aktiengesellschaft;Klosterpl. 3;4650;Lambach;;;;;Ober�sterreich;050100/43000;050100/943000;info@lambach.sparkasse.at;SPLAAT21XXX;www.sparkasse.at/lambach;24.07.1992;5299009MP8BA1UW56F78
Hauptanstalt;1831828;20839;KI;Sparkassen;49341k;Sparkasse Voitsberg-K�flach Bankaktiengesellschaft;Bahnhofstra�e 2;8570;Voitsberg;Bahnhofstra�e 2;8570;Voitsberg;;Steiermark;050100/37500;050100/937500;info@voitsberg-koeflach.sparkasse.at;SPVOAT21XXX;www.sparkasse.at/voitsberg-koeflach/home;16.06.1992;529900ZOABQITI07W206
Filiale;4910893;19675;ZW;� 9 Institute;327326m;Commerzbank AG Niederlassung Wien;Hietzinger Kai 101-105;1130;Wien;;1131;Wien;148;Wien;01/50672 0;01/50672222;info.vienna@commerzbank.com;COBAATWXXXX;www.commerzbank.at;;
Hauptanstalt;9371001;76520;KI;Aktienbanken;330441v;Liechtensteinische Landesbank (�sterreich) AG;Hessgasse 1;1010;Wien;;;;;Wien;01/53616;01/53616900;llb@llb.at;COPRATWWXXX;www.llb.at;03.12.2009;529900MZNQDC3A3WSZ72
Filiale;9529829;19480;ZW;� 9 Institute;334642x;flatexDEGIRO Bank AG;Opernring 1/736;1010;Wien;Opernring 1/736;1010;Wien;;Wien;01/20577100;01/205771099;kundeninfo@flatexdegiro.com;BIIWATWWXXX;https://flatexdegiro.com/;;
Filiale;9989196;18250;ZW;� 9 Institute;348001t;UniCredit Bank AG, Zweigniederlassung Wien;Rothschildplatz 1;1020;Wien;;;;;Wien;050505/82312;;info@unicredit.de;CAIBATWWXXX;www.hypovereinsbank.de;;
Hauptanstalt;1607650;31000;KI;Raiffeisen;122119m;Raiffeisen Bank International AG;Am Stadtpark 9;1030;Wien;;1011;Wien;50;Wien;01/71707;01/717071715;ir@rbinternational.com;RZBAATWWXXX;www.rbinternational.com;11.10.2010;9ZHRYM6F437SQJ6OUG95
Hauptanstalt;83470;44800;KI;Volksbanken;352685f;Volksbank Ober�sterreich AG;Pfarrgasse 5;4600;Wels;Pfarrgasse 5;4600;Wels;;Ober�sterreich;07242/495;07242/49597;office@vb-ooe.at;VBOEATWWOOE;www.vb-ooe.at;07.09.2010;5299002O43DCLC2NJV75
Filiale;11062428;19420;ZW;� 9 Institute;367767i;RCI Banque SA, Niederlassung �sterreich;Laaer Berg-Stra�e 64;1100;Wien;Laaer Berg Stra�e 64;1100;Wien;;Wien;01/68030;01/68030180;;RCNOATW1XXX;;;529900EL3KKJRKOK2637
Hauptanstalt;263206;32614;KI;Raiffeisen;95604w;Raiffeisenkasse Orth a.d. Donau eGen;Am Markt 21;2304;Orth/Donau;;;;;Nieder�sterreich;02212/2381;02212/2381228;info@raikaorth.at;RLNWATWWODO;www.raikaorth.at;29.06.1894;529900WA7GAUPFZW3G52
Hauptanstalt;263273;36267;KI;Raiffeisen;39098y;Raiffeisenbank Kundl-M�nster eGen;Dorfstra�e 14;6250;Kundl;;;;;Tirol;05338/7244;05338/724478890;info@rb-kundl-muenster.at;RZTIAT22267;www.rb-kundl-muenster.at;28.04.1907;529900JRPX3ZQ025KP77
Hauptanstalt;265861;32951;KI;Raiffeisen;57838g;Raiffeisenbank Wolkersdorf - Auersthal eGen;Hauptstr. 5;2120;Wolkersdorf;;2120;Wolkersdorf;8;Nieder�sterreich;02245/3591;02245/359133;info.32951@rb-32951.raiffeisen.at;RLNWATWWWDF;www.raiffeisen.at/wolkersdorf;06.04.1956;529900ELZ6BTRTP6ID16
Hauptanstalt;265888;36281;KI;Raiffeisen;39580g;Raiffeisenkasse f�r Mutters, Natters und Kreith registrierte Genossenschaft mit beschr�nkter Haftung;Kirchplatz 10;6162;Mutters;;;;;Tirol;0512/548300;0512/54830014;raika.mutters@rbgt.raiffeisen.at;RZTIAT22281;www.raiffeisen.at/rk-mutters;24.07.1904;529900JSUX30WA3SLJ75
Hauptanstalt;281581;35027;KI;Raiffeisen;37949h;Raiffeisenbank H�ttau-St. Martin-Niedernfritz registrierte Genossenschaft mit beschr�nkter Haftung;H�ttau Nr. 35;5511;H�ttau;;;;;Salzburg;06458/7248;06458/724825;info@huettau.raiffeisen.at;RVSAAT2S027;www.huettau.raiffeisen.at;19.06.1899;529900YXRNPC5YDM1P93
Hauptanstalt;281620;35049;KI;Raiffeisen;70832s;Raiffeisenbank Radstadt-Untertauern-Filzmoos-Forstau registrierte Genossenschaft mit beschr�nkter Haftung;Stadtplatz 6/7;5550;Radstadt;;;;;Salzburg;06452/4267;06452/426730;info@radstadt.raiffeisen.at;RVSAAT2S049;www.radstadt.raiffeisen.at;01.01.1898;529900EHKIU0WY56RO78
Hauptanstalt;281638;35020;KI;Raiffeisen;70106y;Raiffeisenbank Gro�gmain eGen;Salzburger Stra�e 53;5084;Gro�gmain;;;;;Salzburg;06247/8230;06247/823010;info@grossgmain.raiffeisen.at;RVSAAT2S020;www.grossgmain.raiffeisen.at;20.12.1912;529900IN46275E6A7F39
Hauptanstalt;281646;35063;KI;Raiffeisen;53369i;Raiffeisenbank Lungau eGen;Kirchengasse 9;5580;Tamsweg;;;;;Salzburg;05999/35063;05999/35063;info@rb-lungau.at;RVSAAT2S063;www.rb-lungau.at;05.12.1897;529900PN604MO3H4BI83
Hauptanstalt;281662;35071;KI;Raiffeisen;69326a;Raiffeisenbank Wals-Himmelreich registrierte Genossenschaft mit beschr�nkter Haftung;Hauptstra�e 13;5071;Wals bei Salzburg;;;;;Salzburg;0662/850334;0662/85033417;info@wals.raiffeisen.at;RVSAAT2S071;www.wals.raiffeisen.at;01.03.1925;5299008KTG5Y94Z10032
Hauptanstalt;281670;35018;KI;Raiffeisen;70037x;Raiffeisenbank Untersberg eGen;Hauptstra�e 28;5082;Gr�dig;;;;;Salzburg;06246/72261;06246/7226117;info@untersberg.raiffeisen.at;RVSAAT2S018;www.untersberg.raiffeisen.at;21.11.1926;529900TN0TW2D7KQBH06
Hauptanstalt;283894;35004;KI;Raiffeisen;70820y;Raiffeisenbank Altenmarkt-Flachau-Eben eGen;Marktplatz 5;5541;Altenmarkt im Pongau;;;;;Salzburg;06452/5442;06452/544213;info@altenmarkt.raiffeisen.at;RVSAAT2S004;www.raiffeisen.at/sbg/altenmarkt-flachau-eben;14.08.1910;529900WKMGV4YQB28F12
Hauptanstalt;1955446;20100;KI;Sparkassen;33209m;Erste Group Bank AG;Am Belvedere 1;1100;Wien;;1011;Wien;162;Wien;050100/10100;050100/910100;contact@erstegroup.com;GIBAATWGXXX;www.erstegroup.com;27.04.1993;PQOH26KWDF7CG10L6792
Hauptanstalt;1990284;37434;KI;Raiffeisen;38332x;Walser Raiffeisen Bank Aktiengesellschaft;Walserstra�e 263;6992;Hirschegg;Walserstra�e 263;6992;Hirschegg;;Vorarlberg;05517/202;05517/202390;info@raiba.at;RANJAT2BXXX;www.walserraiffeisenbank.at;16.06.1993;5299003IDL6A65WOLV68
Filiale;16020022;19460;ZW;� 9 Institute;383530s;LGT Bank AG, Zweigniederlassung �sterreich;Bankgasse 9;1010;Wien;;;;;Wien;01/22759;01/227596766;lgt.austria@lgt.com;BLFLATWWXXX;www.lgt.at;;54930032WVQDN7YNRI13
Hauptanstalt;16148150;44960;KI;Aktienbanken;386014v;WSK Bank AG;Weimarer Stra�e 26-28;1180;Wien;;1181;Wien;33;Wien;01/47607;01/4760740;geschaeftsleitung@wsk-bank.at;WSPKATW1XXX;www.wsk-bank.at;28.06.2012;529900SRZ6M5Q9BO3131
Hauptanstalt;240338;42130;KI;Volksbanken;114734b;Volksbank K�rnten eG;Pernhartgasse 7;9020;Klagenfurt am W�rthersee;;;;;K�rnten;050909;050909/9001;info@vbktn.at;VBOEATWWKLA;www.volksbank-kaernten.at;24.05.1914;529900GXZM8IKP4S7O11
;30937;34922;;Raiffeisen;247579m;Raiffeisenlandesbank Ober�sterreich Aktiengesellschaft;Europaplatz 1a;4020;Linz;;;;;Ober�sterreich;0732/6596;0732/659622739;internet@rlbooe.at;RZOOAT2LXXX;www.rlbooe.at;31.03.2004;I6SS27Q1Q3385V753S50
;30937;34920;;Raiffeisen;247579m;Raiffeisenlandesbank Ober�sterreich Aktiengesellschaft;Europaplatz 1a;4020;Linz;;;;;Ober�sterreich;0732/6596;0732/659622739;internet@rlbooe.at;RZOOAT2LXXX;www.rlbooe.at;31.03.2004;I6SS27Q1Q3385V753S50
;30937;34921;;Raiffeisen;247579m;Raiffeisenlandesbank Ober�sterreich Aktiengesellschaft;Europaplatz 1a;4020;Linz;;;;;Ober�sterreich;0732/6596;0732/659622739;internet@rlbooe.at;RZOOAT2LXXX;www.rlbooe.at;31.03.2004;I6SS27Q1Q3385V753S50
Hauptanstalt;263303;36268;KI;Raiffeisen;41435i;Raiffeisenbank L�ngenfeld eGen;Oberl�ngenfeld 72;6444;L�ngenfeld;;;;;Tirol;05253/5241;05253/5241212;laengenfeld@rbgt.raiffeisen.at;RZTIAT22268;www.raiffeisen.at/laengenfeld;17.03.1889;5299007ST2V666DOLE22
Hauptanstalt;263338;34312;KI;Raiffeisen;110642i;Raiffeisenbank Maria Schmolln-St. Johann eGen;Nr. 68;5241;Maria Schmolln;;;;;Ober�sterreich;07743/2217;07743/221737522;rb-maria-schmolln@raiffeisen-ooe.at;RZOOAT2L312;www.raiffeisen-ooe.at/maria-schmolln;06.12.1905;529900ALBHVM45LNKA06
